sample_conditions,mineral,cycle,triplicate,experiment_code,retention_time,assignments,carbon_chain_length,compound_number,normalized_intensity
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,b,MIN011,17.73566666666671,3-Ketohexose 1,6,22,0.0750164338088888
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,b,MIN011,17.884666666666707,3-Ketohexose 2,6,23,0.1375598661400063
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,b,MIN011,19.727666666666707,Ketoheptose,7,29,0.3298716700630774
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,5.9536666666666695,Glyceraldehyde,3,4,0.0352477081064509
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,9.97366666666667,Aldotrionic acid,3,5,0.0596356890405635
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,11.54566666666668,alpha-hydroxymethyl-aldotriose,4,9,1.1265877299097111
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,11.79199999999998,Erythrose,4,8,0.15840526791256
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,11.90099999999998,Threose,4,7,0.1089217890443371
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,11.98899999999998,Erythrulose,4,6,0.3260652379144489
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,12.08099999999998,Erythritol,4,10,0.0281271108102232
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,14.06299999999998,Unknown_4,unknown,0,0.0213664860264093
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,14.43533333333338,alpha-hydroxymethyl-aldotetrose,5,19,0.7159168382781284
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,14.51733333333338,beta-hydroxymethyl-aldotetrose,5,20,0.3821339009423022
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,14.58766666666668,Aldopentose 3,5,14,0.0518039448648375
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,14.65933333333338,Aldopentose 4,5,15,0.0862256787225507
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,14.99866666666668,3-Ketopentose,5,18,0.0935518419106704
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,15.82466666666668,Unknown_5,unknown,0,0.0073818068431852
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,17.34166666666668,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,0.9500367060950804
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,17.59133333333338,alpha-hydroxymethyl-3-Ketopentose,6,24,0.4779468078456465
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,17.73233333333338,3-Ketohexose 1,6,22,0.122041874177382
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,17.89299999999998,3-Ketohexose 2,6,23,0.0972435169018171
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,19.72833333333338,Ketoheptose,7,29,0.3252129584216017
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,5.95466666666666,Glyceraldehyde,3,4,0.2481919599118462
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,9.97066666666666,Aldotrionic acid,3,5,0.0034426650659268
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,11.53966666666664,alpha-hydroxymethyl-aldotriose,4,9,0.4333737387970583
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,11.78933333333334,Erythrose,4,8,0.1205019203547487
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,11.89866666666664,Threose,4,7,0.0406894789762794
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,11.98666666666664,Erythrulose,4,6,0.5397541711433861
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,12.08400000000004,Erythritol,4,10,0.0095407644387046
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,14.42566666666664,alpha-hydroxymethyl-aldotetrose,5,19,0.0697777638400416
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,14.51266666666664,beta-hydroxymethyl-aldotetrose,5,20,0.0348027754818067
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,14.57933333333334,Aldopentose 3,5,14,0.0234680109881489
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,14.67100000000004,Aldopentose 4,5,15,0.3959427198697136
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,14.99866666666664,3-Ketopentose,5,18,0.0844767945755058
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,15.81366666666664,Unknown_5,unknown,0,0.014769243410795
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,17.33833333333334,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,1.1307529029214758
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,17.58533333333334,alpha-hydroxymethyl-3-Ketopentose,6,24,0.043268499389961
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,17.76100000000004,3-Ketohexose 1,6,22,0.1118670685588419
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,17.88600000000004,3-Ketohexose 2,6,23,0.2126014161442607
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,19.72700000000004,Ketoheptose,7,29,0.0372624647460105
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,5.952666666666668,Glyceraldehyde,3,4,0.0499712206349261
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,9.972666666666669,Aldotrionic acid,3,5,0.0473175481242417
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,11.542999999999978,alpha-hydroxymethyl-aldotriose,4,9,0.98614005995751
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,11.789666666666678,Erythrose,4,8,0.1962884723010359
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,11.898666666666678,Threose,4,7,0.1127269616806928
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,11.987666666666678,Erythrulose,4,6,0.4479433573583481
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,12.080999999999978,Erythritol,4,10,0.0257642516086175
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,14.061333333333378,Unknown_4,unknown,0,0.0135077947661501
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,14.43199999999998,alpha-hydroxymethyl-aldotetrose,5,19,0.4239486876550153
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,14.51533333333338,beta-hydroxymethyl-aldotetrose,5,20,0.2808500058545923
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,14.58566666666668,Aldopentose 3,5,14,0.0373007234819775
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,14.66299999999998,Aldopentose 4,5,15,0.0821380379257645
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,14.99866666666668,3-Ketopentose,5,18,0.0960145781901271
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,15.818999999999978,Unknown_5,unknown,0,0.0082596178331787
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,17.34233333333338,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,1.1160226181982689
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,17.58699999999998,alpha-hydroxymethyl-3-Ketopentose,6,24,0.1741721685187788
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,17.730999999999977,3-Ketohexose 1,6,22,0.0809835963973752
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,17.887333333333377,3-Ketohexose 2,6,23,0.1288543516202006
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,19.730333333333377,Ketoheptose,7,29,0.3963456360512895
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,5.953333333333339,Glyceraldehyde,3,4,0.0449748260907586
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,9.974000000000007,Aldotrionic acid,3,5,0.0702756002122026
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,11.54533333333335,alpha-hydroxymethyl-aldotriose,4,9,1.345905011715716
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,11.78933333333335,Erythrose,4,8,0.1736817528270255
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,11.90033333333335,Threose,4,7,0.1157474482564193
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,11.98866666666665,Erythrulose,4,6,0.4483351834515344
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,12.082666666666649,Erythritol,4,10,0.0282188422121878
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,14.05866666666665,Unknown_4,unknown,0,0.0188690765908603
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,14.43266666666665,alpha-hydroxymethyl-aldotetrose,5,19,0.5455692940719423
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,14.51600000000005,beta-hydroxymethyl-aldotetrose,5,20,0.3133581066470495
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,14.58333333333335,Aldopentose 3,5,14,0.0429282111279367
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,14.66066666666665,Aldopentose 4,5,15,0.0683829277710352
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,14.998666666666647,3-Ketopentose,5,18,0.1268964482899382
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,15.81800000000005,Unknown_5,unknown,0,0.0100954719600807
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,17.33966666666665,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,1.0217141324878567
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,17.58666666666665,alpha-hydroxymethyl-3-Ketopentose,6,24,0.3437229695310823
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,17.73000000000005,3-Ketohexose 1,6,22,0.1076070117354985
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,17.888666666666648,3-Ketohexose 2,6,23,0.0947921695184002
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,19.73033333333335,Ketoheptose,7,29,0.3821640415174304
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,b,MIN011,11.182290978028725,Threitol,4,11,0.0256853851848095
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,b,MIN011,11.239330698728557,Unknown_2,unknown,0,0.0071509117736956
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,b,MIN011,11.1835823894471,Threitol,4,11,0.4079426865731914
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,b,MIN011,11.219041035240046,Unknown_1,unknown,0,0.0993697126646203
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,11.187054708433871,Threitol,4,11,0.4377798129165408
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,b,MIN011,11.222478336580956,Unknown_1,unknown,0,0.0900351139529019
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,11.17994132468165,Threitol,4,11,0.0148619192849261
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,c,MIN011,11.237873751867776,Unknown_2,unknown,0,0.0072407119636271
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,11.183906029266645,Threitol,4,11,0.3469583946493387
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,2,c,MIN011,11.21903341168467,Unknown_1,unknown,0,0.0936584977180218
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,11.18469232355586,Threitol,4,11,0.297804238790947
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,3,c,MIN011,11.219821413009884,Unknown_1,unknown,0,0.127359969682181
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,b,MIN011,17.007179668834706,Unknown_6,6,0,0.0059787334547906
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,b,MIN011,17.12224203797686,alpha-hydroxymethyl-aldopentose 1,6,25,0.8746276391969775
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Hydroxylapatite,1,b,MIN011,17.245733805747044,alpha-hydroxymethyl-aldopentose 2,6,26,0.0073766303176997
